mask_name,policy,T,profile_index,phi,phi_over_pi,v_fit_A,v_fit_B,v_fit_ABB,margin_A_losing,margin_B_losing,margin_ABB_winning,margin_primary_transport,margin_sensitivity_transport,strict_stage3,drift_stage3,pp_primary,pp_sensitivity
pp_primary,fixed,6000,4,1.7433940636446414,0.5549395659722222,-0.05977602887527701,-0.011516415060845912,0.08897723887901714,0.050792519847903686,0.0025329060334725855,0.07999372985164381,0.0181423014818628,0.05822738407129609,1,1,1,1
pp_primary,fixed,6000,5,1.745943941105747,0.5557512171766492,-0.0597917579480195,-0.011484919309953143,0.08845386165402884,0.05080824892064617,0.0025014102825798162,0.07947035262665551,0.018464503060214577,0.05882860052570453,1,1,1,1
pp_primary,fixed,6000,6,1.7484938185668524,0.5565628683810764,-0.05980740025658781,-0.011453636221542779,0.08796731009865905,0.050823891229214484,0.002470127194169452,0.07898380107128572,0.01801415826748448,0.05839196932771233,1,1,1,1
pp_primary,fixed,6000,7,1.7510436960279578,0.5573745195855034,-0.05982295522602638,-0.011422555888048426,0.08751192349257425,0.050839446198653056,0.002439046860675099,0.07852841446520092,0.0170761667348497,0.05730161929416287,1,1,1,1
pp_primary,fixed,6000,8,1.7535935734890633,0.5581861707899305,-0.059838422286267796,-0.011391665180489499,0.08708252652508373,0.05085491325889447,0.0024081561531161724,0.07809901749771041,0.015821992473938104,0.055786282601467785,1,1,1,1
pp_primary,fixed,6000,9,1.7561434509501688,0.5589978219943577,-0.05985380086966889,-0.011360949519409396,0.08667484962471127,0.050870291842295565,0.0023774404920360696,0.07769134059733794,0.014338496345767116,0.05396860832678792,1,1,1,1
pp_primary,fixed,6000,10,1.7586933284112742,0.5598094731987847,-0.05986909039817039,-0.011330394771377504,0.08628538122291791,0.050885581370797066,0.0023468857440041777,0.07730187219554459,0.01267890073106609,0.05192156505433802,1,1,1,1
pp_primary,fixed,6000,11,1.7612432058723797,0.5606211244032118,-0.05988429027916643,-0.01129998900276025,0.08591159558193445,0.050900781251793106,0.0023164799753869238,0.07692808655456113,0.010870588075182014,0.049685255600051104,1,1,1,1
pp_primary,fixed,6000,12,1.7637930833334852,0.5614327756076389,-0.059899399916323065,-0.011269723858828932,0.08555120129803433,0.05091589088894974,0.0022862148314556057,0.076567692270661,0.008932357312658623,0.04728726269222325,1,1,1,1
pp_primary,fixed,6000,13,1.7663429607945904,0.5622444268120659,-0.05991441871941145,-0.01123959540155457,0.08520280608504867,0.050930909692038125,0.002256086374181244,0.07621929705767534,0.006875328549081933,0.04474335234218403,1,1,1,1
pp_primary,fixed,6000,14,1.7688928382556959,0.563056078016493,-0.05992934609853602,-0.011209604322477586,0.08486503019686542,0.050945837071162695,0.0022260952951042596,0.0758815211694921,0.004703888670245793,0.04206295876276772,1,1,1,1
pp_primary,fixed,6000,15,1.7714427157168013,0.5638677292209201,-0.05994418145112114,-0.011179755535323195,0.08453735991875574,0.05096067242374781,0.0021962465079498686,0.07555385089138242,0.002420771709634839,0.03924871220875581,1,1,1,1
