phi_index,phi,phi_over_pi,policy,T,T0,T1,v_fit_A,v_fit_B,v_fit_ABB,deltaP_late_mean_ABB,w_loc3_ABB,w_loc5_ABB,P0bar_ABB,stable_A,stable_B,stable_ABB,strict_raw,drift_raw,strict_stage3,drift_stage3,pp_primary,pp_sensitivity,mismatch_sign,mismatch_eligible,adv_v
52,4.537856055185257,1.4444444444444444,scaled,6000,4000,5000,-0.059787960193993114,-0.011492230670044777,0.01179046062214661,0.040837655479459126,0.3887844365091259,0.3980173820555236,0.10171730034629561,1,1,1,1,1,1,1,0,0,0,0,0.023282691292191387
53,4.625122517784973,1.4722222222222223,fixed,3000,200,250,-0.05920323832893311,-0.012684108464975702,0.008717454828802741,-0.09701532929363903,0.6640185147333016,0.6986682202560377,0.18109171086397327,1,1,1,1,1,1,0,0,0,0,0,0.021401563293778444
53,4.625122517784973,1.4722222222222223,fixed,6000,200,250,-0.05920321256077643,-0.012684541017212229,0.008715726404258146,-0.09803528008431849,0.6638156489947171,0.6984641055276721,0.18081715017865732,1,1,1,1,1,1,0,0,0,0,0,0.021400267421470373
53,4.625122517784973,1.4722222222222223,scaled,3000,2000,2500,-0.05920320677131554,-0.012668401503384637,0.008719891344740301,-0.09528801561293432,0.663802244095761,0.6983341779438327,0.18148119676830843,1,1,1,1,1,1,0,0,0,0,0,0.021388292848124938
53,4.625122517784973,1.4722222222222223,scaled,6000,4000,5000,-0.059203200972387425,-0.012682644998642094,0.008707250600473684,-0.09803980500460313,0.6636570052278333,0.6982673709529408,0.18090133684422421,1,1,1,1,1,1,0,0,0,0,0,0.021389895599115777
54,4.71238898038469,1.5,fixed,3000,200,250,-0.05853643948912373,-0.014151986256237772,0.005088283882436542,-0.15662639722909505,0.7319333635190419,0.7546844315267416,0.2080635554205282,1,1,0,1,1,1,0,0,0,0,0,0.019240270138674315
54,4.71238898038469,1.5,fixed,6000,200,250,-0.05853641737047037,-0.014149932715281402,0.005093311990224498,-0.15569964439660627,0.731939713964577,0.7546356344850008,0.20818110374885737,1,1,0,1,1,1,0,0,0,0,0,0.0192432447055059
54,4.71238898038469,1.5,scaled,3000,2000,2500,-0.05853641253312784,-0.014149627250727676,0.005051205770254695,-0.15618896290324777,0.7319160124392269,0.7545878710699988,0.20830315353874418,1,1,1,1,1,1,0,0,0,0,0,0.01920083302098237
54,4.71238898038469,1.5,scaled,6000,4000,5000,-0.05853640745060633,-0.014145806625556447,0.005094762288871587,-0.1548159949679691,0.7319354255092154,0.7545890233604239,0.2083861623913043,1,1,1,1,1,1,0,0,0,0,0,0.019240568914428033
55,4.799655442984406,1.5277777777777777,fixed,3000,200,250,-0.057803342447597134,-0.01597540486140008,0.001038386841255104,-0.1749338088403264,0.7465145762542236,0.7632794757383385,0.2181775276559758,1,1,0,1,1,1,0,0,0,0,0,0.01701379170265518
55,4.799655442984406,1.5277777777777777,fixed,6000,200,250,-0.05780332368470418,-0.015975573839646876,0.001041106132997298,-0.17406140394005565,0.7465151473294869,0.7632541824729275,0.2182957486543447,1,1,0,1,1,1,0,0,0,0,0,0.017016679972644173
55,4.799655442984406,1.5277777777777777,scaled,3000,2000,2500,-0.05780331934642804,-0.01595920880105422,0.0010391381843605303,-0.176845147742112,0.7464393990703777,0.7632219889748636,0.21793965538797244,1,1,0,1,1,1,0,0,0,0,0,0.016998346985414747
55,4.799655442984406,1.5277777777777777,scaled,6000,4000,5000,-0.057803315246031405,-0.01597377374252892,0.0010407586928738869,-0.17247770237121682,0.74654057235559,0.76323275649416,0.21870305483062344,1,1,1,1,1,1,0,0,0,0,0,0.017014532435402806
56,4.886921905584122,1.5555555555555556,fixed,3000,200,250,-0.05701686321033268,-0.018283125964963867,-0.0028285667233890824,-0.17580663147920955,0.7420709406468863,0.7557978618405999,0.22110657126579897,1,1,0,1,0,1,0,0,0,0,0,0.015454559241574784
56,4.886921905584122,1.5555555555555556,fixed,6000,200,250,-0.05701684775157804,-0.018283803328110977,-0.002831500715840836,-0.17656000650212464,0.742046206433148,0.7557790422455511,0.22097137771016503,1,1,0,1,0,1,0,0,0,0,0,0.015452302612270142
56,4.886921905584122,1.5555555555555556,scaled,3000,2000,2500,-0.05701684407080334,-0.018282807719737056,-0.0028291176254447367,-0.17312636270151194,0.7421270022490281,0.7557703107070981,0.22164272862839574,1,1,1,1,0,1,0,0,0,0,0,0.01545369009429232
56,4.886921905584122,1.5555555555555556,scaled,6000,4000,5000,-0.05701684069103646,-0.018282630857653283,-0.0028401779486648374,-0.17616778665795288,0.7420540439159478,0.7557639982826909,0.22116449724444265,1,1,1,1,0,1,0,0,0,0,0,0.015442452908988446
57,4.974188368183839,1.5833333333333333,fixed,3000,200,250,-0.05618805445434835,-0.02125481340731423,-0.006359671663036098,-0.17045882077423835,0.7270069086247857,0.739190485722723,0.2186617604906013,1,1,0,1,0,1,0,0,0,0,0,0.01489514174427813
57,4.974188368183839,1.5833333333333333,fixed,6000,200,250,-0.05618804190564557,-0.021254289989799172,-0.006359715135933938,-0.17017579961442936,0.727011855394485,0.739178652728043,0.21864838705924539,1,1,0,1,0,1,0,0,0,0,0,0.014894574853865234
57,4.974188368183839,1.5833333333333333,scaled,3000,2000,2500,-0.056188039603314255,-0.021254039175450882,-0.006353803435626526,-0.17242248051935194,0.7269386558099749,0.7391612781334679,0.2185511576815107,1,1,1,1,0,1,0,0,0,0,0,0.014900235739824356
57,4.974188368183839,1.5833333333333333,scaled,6000,4000,5000,-0.05618803598241445,-0.02125255027119701,-0.006364292657838357,-0.1705303801530966,0.7269867320637619,0.7391647734343917,0.2186591599306635,1,1,1,1,0,1,0,0,0,0,0,0.014888257613358654
58,5.061454830783555,1.611111111111111,fixed,3000,200,250,-0.055326811999393335,-0.025155215923142446,-0.009501078520401794,-0.15879358909610666,0.7038152405074714,0.7152645532942521,0.21174129373444459,1,1,1,1,0,1,0,0,0,0,1,0.015654137402740652
58,5.061454830783555,1.611111111111111,fixed,6000,200,250,-0.055326801093583525,-0.02515592071452145,-0.009502879731804513,-0.15868689017986895,0.70381848153366,0.7152554258174639,0.2117088017299142,1,1,1,1,0,1,0,0,0,0,1,0.015653040982716936
58,5.061454830783555,1.611111111111111,scaled,3000,2000,2500,-0.055326798275932856,-0.025152817146347792,-0.009483835029701192,-0.15859584595650805,0.7037690061398706,0.7152431349103712,0.21190284271849535,1,1,1,1,0,1,0,0,0,0,1,0.0156689821166466
58,5.061454830783555,1.611111111111111,scaled,6000,4000,5000,-0.05532679580695722,-0.02515891238082991,-0.009503621003744753,-0.15716001783843594,0.7038405948276026,0.7152481770718082,0.2120035911217617,1,1,1,1,0,1,0,0,0,0,1,0.015655291377085157
59,5.148721293383272,1.6388888888888888,fixed,3000,200,250,-0.05444243737530884,-0.03039771240387286,-0.012230215176481714,-0.14631506119017168,0.6728513445198625,0.6841903814219588,0.19999562035757515,1,1,1,1,0,1,0,0,0,0,1,0.018167497227391145
59,5.148721293383272,1.6388888888888888,fixed,6000,200,250,-0.05444242607645656,-0.030397209482369153,-0.012228959920219452,-0.14553151242429374,0.6728660681122278,0.684184384096079,0.20002422965539732,1,1,1,1,0,1,0,0,0,0,1,0.0181682495621497
59,5.148721293383272,1.6388888888888888,scaled,3000,2000,2500,-0.05444242266679545,-0.030396743276218288,-0.01223369151048917,-0.14832422610861914,0.6728188723244547,0.6841742900214473,0.19992486369101276,1,1,1,1,0,1,0,0,0,0,1,0.01816305176572912
59,5.148721293383272,1.6388888888888888,scaled,6000,4000,5000,-0.0544424209043799,-0.030400414390591685,-0.01222637757763396,-0.14608061263011776,0.6728568071613765,0.6841766331415785,0.199987836790607,1,1,1,1,0,1,0,0,0,0,1,0.018174036812957726
60,5.235987755982989,1.6666666666666667,fixed,3000,200,250,-0.053544117983623955,-0.03760688624214264,-0.01447782823035461,-0.13089466879256983,0.6338220096613063,0.6455514032772995,0.18389002862376477,1,1,1,1,0,1,0,0,0,0,1,0.02312905801178803
60,5.235987755982989,1.6666666666666667,fixed,6000,200,250,-0.05354410554076802,-0.03760749148135216,-0.014475865578902887,-0.13008243916733594,0.6338319661751819,0.6455460654326217,0.18391784061045716,1,1,1,1,0,1,0,0,0,0,1,0.02313162590244927
60,5.235987755982989,1.6666666666666667,scaled,3000,2000,2500,-0.05354410156455244,-0.03760236740358191,-0.014489019325033324,-0.13199974896724373,0.6337632013526021,0.6455352657124809,0.18392171681169986,1,1,1,1,0,1,0,0,0,0,1,0.023113348078548583
60,5.235987755982989,1.6666666666666667,scaled,6000,4000,5000,-0.05354410015271217,-0.03760642275619664,-0.014475678195131047,-0.1294369265560904,0.6338570669882382,0.645542464723131,0.18405839768901455,1,1,1,1,0,1,0,0,0,0,1,0.02313074456106559
61,5.323254218582705,1.6944444444444444,fixed,3000,200,250,-0.052641367710176655,-0.04773466344751759,-0.016154078874896352,-0.11392064683639332,0.5862082270730335,0.5988408835366046,0.1638026421589269,1,1,1,1,0,1,0,0,0,0,1,0.03158058457262124
61,5.323254218582705,1.6944444444444444,fixed,6000,200,250,-0.052641356753262106,-0.04773630986103777,-0.016151389632368496,-0.11344852044182238,0.5862169882153715,0.5988361857779592,0.1637984094015001,1,1,1,1,0,1,0,0,0,0,1,0.03158492022866928
61,5.323254218582705,1.6944444444444444,scaled,3000,2000,2500,-0.05264135499210084,-0.04772209590845201,-0.016155802675698296,-0.11616825121247358,0.5861760279344905,0.5988289697681312,0.16375769557318606,1,1,1,1,0,1,0,0,0,0,1,0.031566293232753714
61,5.323254218582705,1.6944444444444444,scaled,6000,4000,5000,-0.0526413518999921,-0.04773638812622399,-0.016147576044174123,-0.11410780699224826,0.5862074071524185,0.5988304263360853,0.16377172944291046,1,1,1,1,0,1,0,0,0,0,1,0.03158881208204986
62,5.410520681182422,1.7222222222222223,fixed,3000,200,250,-0.0517444574148547,-0.06197189524007234,-0.017133587305361235,-0.09583797786815917,0.5298514734618902,0.5439117072306185,0.14074364463033448,1,1,1,1,0,1,0,0,0,0,1,0.034610870109493465
62,5.410520681182422,1.7222222222222223,fixed,6000,200,250,-0.05174445089660033,-0.061972266776078686,-0.01713046325052215,-0.09541251744886692,0.5298605329577619,0.5439077061313546,0.14073634686878095,1,1,1,1,0,1,0,0,0,0,1,0.03461398764607818
62,5.410520681182422,1.7222222222222223,scaled,3000,2000,2500,-0.05174444862540426,-0.06196888293809362,-0.017135561854305467,-0.09791734976589893,0.5298460565279128,0.5439045098357116,0.14072029532551134,1,1,1,1,0,1,0,0,0,0,1,0.034608886771098794
62,5.410520681182422,1.7222222222222223,scaled,6000,4000,5000,-0.05174444753433006,-0.06197472204305652,-0.0171249665542067,-0.09591045616717568,0.5298622225443924,0.5439039946024372,0.14073474569262948,1,1,1,1,0,1,0,0,0,0,1,0.03461948098012336
63,5.497787143782138,1.75,fixed,3000,200,250,-0.05086484162399031,-0.08011905884717614,-0.01727544370730388,-0.07686254006227036,0.4653852657144381,0.48136867370440767,0.11635632253866489,1,1,1,1,0,1,0,0,0,0,0,0.03358939791668643
63,5.497787143782138,1.75,fixed,6000,200,250,-0.05086483325077834,-0.08011936212414414,-0.017276813178909386,-0.07730303359406393,0.4653730048487039,0.48136228556165706,0.11632076161445383,1,1,1,1,0,1,0,0,0,0,0,0.03358802007186895
63,5.497787143782138,1.75,scaled,3000,2000,2500,-0.050864830677743084,-0.08011936135972479,-0.017259451293083466,-0.07731003389073084,0.46539555563319407,0.48136118767295993,0.11641007979396953,1,1,1,1,0,1,0,0,0,0,0,0.033605379384659614
63,5.497787143782138,1.75,scaled,6000,4000,5000,-0.05086482941093291,-0.08011960198786583,-0.01727931565492254,-0.07768651960469176,0.46535125048268544,0.4813544805622416,0.11631723066902984,1,1,1,1,0,1,0,0,0,0,0,0.03358551375601038
64,5.585053606381854,1.7777777777777777,fixed,3000,200,250,-0.05001554108381903,-0.09723005770541517,-0.016470849843888583,-0.058157044249613425,0.39435091260365374,0.41260546808134063,0.09266992686513432,1,1,1,1,0,1,0,0,0,0,0,0.03354469123993045
64,5.585053606381854,1.7777777777777777,fixed,6000,200,250,-0.05001552746482196,-0.09722991482811683,-0.01646936508488136,-0.05756129869219229,0.3943688055548613,0.4126089684830668,0.09266808231318832,1,1,1,1,0,1,0,0,0,0,0,0.033546162379940604
64,5.585053606381854,1.7777777777777777,scaled,3000,2000,2500,-0.05001552442675583,-0.09722991481661933,-0.016479574478680627,-0.05888507159734346,0.39428674584901885,0.4125988263190812,0.09269407834621789,1,1,1,1,0,1,0,0,0,0,0,0.033535949948075204
64,5.585053606381854,1.7777777777777777,scaled,6000,4000,5000,-0.050015521923628674,-0.09722984108189968,-0.01646926985974113,-0.057080752238950004,0.3944125622702191,0.41261712461631017,0.09273620739508287,1,1,1,1,0,1,0,0,0,0,0,0.03354625206388755
65,5.672320068981571,1.8055555555555556,fixed,3000,200,250,-0.0492115115837239,-0.11246726339742898,-0.014637870112421226,-0.03806132691679943,0.3187153216386047,0.3390518115899151,0.07155539607909746,1,1,1,1,0,1,0,0,0,0,0,0.03457364147130268
65,5.672320068981571,1.8055555555555556,fixed,6000,200,250,-0.04921151052390062,-0.11246719191544668,-0.014635802558358914,-0.03770581998070465,0.3186916302254635,0.339025320870264,0.07154027576864001,1,1,1,1,0,1,0,0,0,0,0,0.0345757079655417
65,5.672320068981571,1.8055555555555556,scaled,3000,2000,2500,-0.049211508211624455,-0.11246716341990061,-0.014653258437177808,-0.037756545082098615,0.31870512406421275,0.33900891427670277,0.07161418432244855,1,1,1,1,0,1,0,0,0,0,0,0.034558249774446645
65,5.672320068981571,1.8055555555555556,scaled,6000,4000,5000,-0.04921150909388754,-0.11246715428590442,-0.014633093645266573,-0.03752028603164472,0.3186434670809638,0.3389951926083546,0.07153424025377096,1,1,1,1,0,1,0,0,0,0,0,0.03457841544862096
66,5.759586531581287,1.8333333333333333,fixed,3000,200,250,-0.04847002822154677,-0.12620143820786267,-0.011744980472785025,-0.017921142728020784,0.23807796231360004,0.2586422757763791,0.05381870819029396,1,1,1,1,0,1,0,0,0,0,0,0.036725047748761744
66,5.759586531581287,1.8333333333333333,fixed,6000,200,250,-0.04847001307678385,-0.12620140070482005,-0.011745272027162797,-0.01795368542615484,0.23808360227939798,0.25864841719644294,0.0538087304276659,1,1,1,1,0,1,0,0,0,0,0,0.03672474104962105
66,5.759586531581287,1.8333333333333333,scaled,3000,2000,2500,-0.04847001046622608,-0.12620140279375291,-0.011737727012237888,-0.017875731771080393,0.23804332288923,0.25860652328136374,0.05385157182721213,1,1,1,1,0,1,0,0,0,0,0,0.03673228345398819
66,5.759586531581287,1.8333333333333333,scaled,6000,4000,5000,-0.04847000691189398,-0.12620137593863381,-0.011742370545111252,-0.017952671131174998,0.23808775303306656,0.258653005201581,0.05383508786222481,1,1,1,1,0,1,0,0,0,0,0,0.03672763636678273
67,5.8468529941810035,1.861111111111111,fixed,3000,200,250,-0.04781049324207866,-0.13861608743675988,-0.007772005270891574,0.001987200933633843,0.14301894088808295,0.15512988623471927,0.03856966924096938,1,1,1,1,0,1,0,0,0,0,0,0.04003848797118709
67,5.8468529941810035,1.861111111111111,fixed,6000,200,250,-0.047810494249238236,-0.13861606319612854,-0.007755138661602986,0.0018884404455705292,0.14380704962528798,0.1560291356514421,0.0386676525151341,1,1,1,1,0,1,0,0,0,0,0,0.04005535558763525
67,5.8468529941810035,1.861111111111111,scaled,3000,2000,2500,-0.04781048463631692,-0.13861606136025098,-0.007760954167357396,0.000949329775165814,0.14549624011098203,0.15816971189307558,0.03886430185987507,1,1,1,1,0,1,0,0,0,0,0,0.040049530468959524
67,5.8468529941810035,1.861111111111111,scaled,6000,4000,5000,-0.047810493677608805,-0.13861604650873355,-0.007752716872529423,0.0018260843461808235,0.14414912850007938,0.1564543124437107,0.038700284564173945,1,1,1,1,0,1,0,0,0,0,0,0.04005777680507938
68,5.93411945678072,1.8888888888888888,fixed,3000,200,250,-0.04725421687953901,-0.14982874805319454,-0.004079663140374954,0.006946830132371645,0.09948385749400983,0.10189343273928818,0.03202156422214739,1,1,1,1,0,1,0,0,0,0,0,0.04317455373916406
68,5.93411945678072,1.8888888888888888,fixed,6000,200,250,-0.04725418757216211,-0.14982874496660276,-0.004077117351639471,0.006878769318365373,0.09914272289867486,0.10137198344895959,0.03198543500945444,1,1,1,1,0,1,0,0,0,0,0,0.04317707022052264
68,5.93411945678072,1.8888888888888888,scaled,3000,2000,2500,-0.047254188192897194,-0.14982876338748907,-0.004076318840154414,0.006757220529043815,0.09884598055290557,0.1009157995141349,0.031988142064242345,1,1,1,1,0,1,0,0,0,0,0,0.04317786935274278
68,5.93411945678072,1.8888888888888888,scaled,6000,4000,5000,-0.04725417790253295,-0.14982873379056477,-0.004076116053524359,0.006811042316447952,0.09882429136855302,0.1008832060274654,0.03197129370234155,1,1,1,1,0,1,0,0,0,0,0,0.043178061849008596
69,6.021385919380437,1.9166666666666667,fixed,3000,200,250,-0.04682222043622145,-0.1599186187483314,-0.003466823931469089,0.015251765789377422,0.09328038666550435,0.09633704790450401,0.028863475906533393,1,1,1,1,0,1,0,0,0,0,0,0.04335539650475236
69,6.021385919380437,1.9166666666666667,fixed,6000,200,250,-0.046822294579985,-0.15991868408524235,-0.0034671097851158767,0.015268030074513298,0.09324231969785417,0.09628010222876356,0.02884978944166864,1,1,1,1,0,1,0,0,0,0,0,0.04335518479486912
69,6.021385919380437,1.9166666666666667,scaled,3000,2000,2500,-0.04682232022754511,-0.1599187765181318,-0.003467292284324476,0.01527043223158524,0.09320402655488995,0.09622615558605332,0.028865263840827434,1,1,1,1,0,1,0,0,0,0,0,0.04335502794322063
69,6.021385919380437,1.9166666666666667,scaled,6000,4000,5000,-0.0468223176140781,-0.15991870244106113,-0.003467290116458527,0.015284634967363174,0.09320673471154728,0.09622675110301601,0.028853907859747105,1,1,1,1,0,1,0,0,0,0,0,0.043355027497619575
70,6.1086523819801535,1.9444444444444444,fixed,3000,200,250,-0.04653242173605585,-0.1688904971986008,-0.005355622546111243,0.03257609285730477,0.080559439470539,0.08579857256776978,0.022830043622417903,1,1,1,1,0,1,0,0,0,0,0,0.04117679918994461
70,6.1086523819801535,1.9444444444444444,fixed,6000,200,250,-0.04653218955404467,-0.16889066005706055,-0.005356605094685792,0.03259062220099993,0.08056985355208252,0.08576649165126503,0.022830977746870696,1,1,1,1,0,1,0,0,0,0,0,0.04117558445935888
70,6.1086523819801535,1.9444444444444444,scaled,3000,2000,2500,-0.04653194491966993,-0.16889083791183326,-0.005356675838405638,0.03259572311979421,0.08058190935776031,0.08573966414361271,0.022856146996377377,1,1,1,1,0,1,0,0,0,0,0,0.04117526908126429
70,6.1086523819801535,1.9444444444444444,scaled,6000,4000,5000,-0.046532128788260706,-0.16889068988963454,-0.005356986883150478,0.03260711044048247,0.08057871940964906,0.08573580788778506,0.02284490582317617,1,1,1,1,0,1,0,0,0,0,0,0.04117514190511023
71,6.19591884457987,1.9722222222222223,fixed,3000,200,250,-0.04638792237031146,-0.1764126408953787,-0.010861509236607078,0.056791151777338816,0.045111655816745984,0.05362173222267846,0.01030006183962087,1,1,1,1,0,1,0,0,0,0,0,0.03552641313370438
71,6.19591884457987,1.9722222222222223,fixed,6000,200,250,-0.046387601775217675,-0.1764109928499092,-0.01086284105909303,0.05679042247897558,0.044857174352010046,0.05306360592101321,0.010282514833328213,1,1,1,1,0,1,0,0,0,0,0,0.03552476071612465
71,6.19591884457987,1.9722222222222223,scaled,3000,2000,2500,-0.04638704376281828,-0.17640955158551028,-0.010864423228362723,0.05682165618479784,0.04464353609659756,0.05257076749252908,0.010282847202689882,1,1,1,1,0,1,0,0,0,0,0,0.035522620534455554
71,6.19591884457987,1.9722222222222223,scaled,6000,4000,5000,-0.04638775139752608,-0.1764104339986189,-0.010863181976655867,0.05678608344410594,0.04461196737070649,0.05253458003908328,0.0102703040844799,1,1,1,1,0,1,0,0,0,0,0,0.03552456942087021
