sequence,label,phi,phi_over_pi,L,rank_by_w_loc5,mode_index,eigenphase,abs_eigenvalue_minus_1,w_loc3,w_loc5,P0,ipr,overlap_weight
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,120,2,1,-3.045368913920322,3.1086244689504383e-15,0.9900695815566163,0.998759203199042,0.3650348638756089,0.2721949685248289,0.28920273927530843
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,120,3,3,2.6804059888699716,2.220446049250313e-16,0.9837595426018253,0.9952693764121099,0.22578077281108588,0.18919209605142145,0.0010715195180515482
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,120,4,2,-0.4611866647198162,8.881784197001252e-16,0.9837595426018252,0.9952693764121098,0.22578077281108558,0.18919209605142137,0.0010715195180515424
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,120,5,36,1.6010658590420253,2.220446049250313e-16,0.049000188486670836,0.06505666207115825,0.009913279734414865,0.004268379922884171,0.0044180711152774985
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,120,6,14,-1.5554931844628417,4.6629367034256575e-15,0.049024245586716315,0.06505374617016885,0.009702577028100548,0.004266193128198467,0.00445195324321219
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,120,7,12,-1.5255642717989892,6.661338147750939e-15,0.0488984612516185,0.06497707008576956,0.010091795023040067,0.004270181415097956,0.00436765274260783
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,120,8,38,1.5711342994434065,1.3322676295501878e-15,0.04896850854536138,0.06496513751445637,0.009461028462055562,0.004263620203908108,0.004467947921994053
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,160,1,1,0.09622373966947294,1.1102230246251565e-15,0.9900695815566164,0.9987592031990422,0.3650348638756088,0.2721949685248288,0.28920273927531265
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,160,2,0,-3.0453689139203197,6.661338147750939e-16,0.9900695815566164,0.9987592031990421,0.36503486387560896,0.2721949685248289,0.28920273927531265
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,160,3,2,2.6804059888699734,4.440892098500626e-15,0.9837595426018253,0.9952693764121099,0.225780772811085,0.18919209605142145,0.0010715195180515697
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,160,4,3,-0.46118666471981545,4.884981308350689e-15,0.9837595426018252,0.9952693764121099,0.22578077281108513,0.18919209605142134,0.0010715195180515883
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,160,5,428,2.3267957414904394,1.7763568394002505e-15,0.02307106153269902,0.0449715239524377,0.00046654540793559314,0.004359311967047508,0.0003317156350560411
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,160,6,394,-0.7994719709559572,3.3306690738754696e-15,0.021112493541862155,0.044729062906958904,0.0003741568743788995,0.0044014735449448145,0.00028644897732689847
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,160,7,439,-0.8206695699780654,0.0,0.023440864516498607,0.044154024189000884,0.0003690871794101191,0.0042286009227489344,0.00030436739849975115
ABB,long_max_Tlast,0.9599310885968813,0.3055555555555556,160,8,79,1.7939798381479095,8.881784197001252e-16,0.0314938111158704,0.044022788329069105,0.006902914649926486,0.003195214534773506,0.0018287764973852517
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,80,1,0,-2.9329223091028145,3.3306690738754696e-15,0.9917650259499989,0.9977546943239033,0.22889463408108765,0.2202736833542848,0.031568044473787596
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,80,2,1,0.20867034448697996,2.3314683517128287e-15,0.9917650259499989,0.9977546943239032,0.22889463408108823,0.22027368335428477,0.03156804447378775
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,80,3,120,2.4098094033175355,1.1102230246251565e-15,0.42367378404151906,0.5603315775492481,0.022432605191277478,0.05312703149497702,0.020687433534642256
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,80,4,150,-0.7317829645567594,2.6645352591003757e-15,0.42353116312559713,0.5601433678538511,0.022425595115474796,0.05309162309607673,0.02068090672480295
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,80,5,201,2.349637899484088,1.7763568394002505e-15,0.09185614790298063,0.11281473238889302,0.015827315610167616,0.0078207123511133,0.009866501306925145
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,80,6,218,-0.7990986128274326,6.217248937900877e-15,0.08007785554298681,0.11201867201419417,0.009878853065838961,0.008217604407627688,0.0057309661025787
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,80,7,221,2.331183390376984,3.774758283725532e-15,0.09683286045793123,0.11182069019567374,0.01692348871150407,0.008659784740126984,0.01028725374293354
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,80,8,137,0.7420080163322323,1.2212453270876722e-15,0.07310027316820608,0.10576162447375778,0.020204844100201454,0.009515088457775739,0.009347404561635545
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,120,1,0,-2.9329223091028145,1.4432899320127035e-15,0.9917650259499988,0.9977546943239032,0.22889463408108873,0.22027368335428474,0.03156804447378586
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,120,2,1,0.20867034448697946,4.440892098500626e-15,0.9917650259499988,0.997754694323903,0.2288946340810874,0.22027368335428474,0.031568044473785695
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,120,3,175,-0.731783107969889,1.3322676295501878e-15,0.42360291558994084,0.5602380563325816,0.022429122601716738,0.0531094356002701,0.0206841909265267
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,120,4,183,2.4098095467870473,3.1086244689504383e-15,0.42360197187800724,0.5602368102215654,0.022429074743786585,0.05310920047233679,0.02068414657787046
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,120,5,318,-0.8019914940396079,4.884981308350689e-15,0.06654473382537003,0.07930500440484087,0.011405965131700687,0.0056007161990506045,0.006927622804562395
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,120,6,291,-0.7897962071365571,5.662137425588298e-15,0.06170750364364908,0.07768718240785953,0.010188344535758762,0.005230419192417619,0.006219948567796581
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,120,7,305,2.347188578104182,3.9968028886505635e-15,0.05028736198171181,0.07348378886626981,0.005593257549781137,0.00531274734053247,0.003216654674024764
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,120,8,276,-0.7785466223681851,9.325873406851315e-15,0.05089437111817499,0.0716057190050322,0.006253072614494086,0.005629849248108915,0.003327556915701953
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,160,1,1,0.20867034448698007,2.6645352591003757e-15,0.9917650259499989,0.9977546943239032,0.22889463408108734,0.2202736833542849,0.03156804447378087
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,160,2,0,-2.9329223091028114,5.995204332975845e-15,0.991765025949999,0.9977546943239032,0.2288946340810878,0.2202736833542848,0.03156804447378105
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,160,3,223,2.4098095462011035,5.440092820663267e-15,0.4236024463942989,0.5602374367908454,0.022429098809514655,0.053109318700121824,0.020684168878677633
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,160,4,279,-0.7317831073839446,1.3322676295501878e-15,0.4236024410712682,0.5602374297601597,0.022429098535865416,0.05310931737174692,0.020684168625599155
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,160,5,396,2.343819068396123,1.1102230246251565e-15,0.049873450394528826,0.06105551396941121,0.008299300010326218,0.004154120295982349,0.00499550635080033
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,160,6,424,2.3344327012043813,2.6645352591003757e-15,0.0484886634939571,0.06012436668038697,0.007469655022704364,0.004412889255095778,0.004399609116609467
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,160,7,334,2.352893249749245,4.884981308350689e-15,0.04631533947975595,0.05959369243716937,0.0073004036926070486,0.004003622741718822,0.004346437403642063
ABB,pp_primary_long,1.7453292519943295,0.5555555555555556,160,8,318,2.361449297449224,4.440892098500626e-16,0.03856512052034538,0.05523483730610291,0.004444728016627572,0.004386569481005793,0.0022656637400431563
