label,phi,phi_over_pi,L,mode_index,eigenphase,abs_eigenvalue_minus_1,w_loc3,w_loc5,P0,ipr,overlap_weight,tail_fit_ok,tail_kappa,tail_rmse_log,tail_d_min,tail_d_max,rank_by_w_loc5
paper_max_T300,1.0471975511965976,0.3333333333333333,300,169,-1.4725596808812813,3.3306690738754696e-15,0.019436804652094963,0.025959429804052057,0.003907356775351671,0.0016863231371372469,0.002002669458801352,1,3.989719312373856e-05,0.04559781093573882,6,40,13
paper_max_T300,1.0471975511965976,0.3333333333333333,300,46,1.6144244702084527,2.220446049250313e-16,0.01941858981140047,0.02591868324145774,0.0036129661622296355,0.0016817911496922297,0.001922004089324265,1,0.0,0.022479811428832777,6,40,14
paper_max_T300,1.0471975511965976,0.3333333333333333,300,65,1.6750848363927742,1.5543122344752192e-15,0.019360718931807807,0.025886118792555538,0.003911318589162808,0.0016866343310023898,0.002005725977165662,1,0.0,0.04716474631590322,6,40,15
paper_max_T300,1.0471975511965976,0.3333333333333333,300,152,-1.5332471527389824,2.220446049250313e-15,0.01936568472960316,0.025862377992275035,0.003562708820213226,0.0016812389076330278,0.0019087976791684678,1,0.0,0.01948640189342856,6,40,16
refined_max_T6000,0.9285151620609833,0.29555555555555557,120,1,-3.0753520641515713,1.9984014443252818e-15,0.990271596970646,0.9987865133978124,0.365973569012874,0.27341222087226263,0.29253045804306577,1,1.16484119313511,0.10808532752322027,6,30,1
refined_max_T6000,0.9285151620609833,0.29555555555555557,120,0,0.06624058943822328,6.661338147750939e-16,0.990271596970646,0.9987865133978124,0.3659735690128733,0.27341222087226263,0.2925304580430655,1,1.1648411929459397,0.10808532765286892,6,30,2
refined_max_T6000,0.9285151620609833,0.29555555555555557,120,51,2.656496149073897,4.884981308350689e-15,0.9817170283212979,0.9945756709854459,0.2185759145053371,0.18545681061410046,0.0007863817003965321,1,0.931020809431608,0.1334895783255015,6,30,3
refined_max_T6000,0.9285151620609833,0.29555555555555557,120,52,-0.4850965045159027,1.0103029524088925e-14,0.981717028321298,0.9945756709854457,0.21857591450533737,0.18545681061410063,0.0007863817003965698,1,0.9310208094226731,0.13348957833884825,6,30,4
refined_max_T6000,0.9285151620609833,0.29555555555555557,120,38,1.570318119420074,8.881784197001252e-16,0.0495003038584161,0.06550945813925857,0.009940289630523189,0.0042713292862039225,0.0043801026115207475,1,3.658920022248321e-05,0.0010215241662100637,6,30,5
refined_max_T6000,0.9285151620609833,0.29555555555555557,120,12,-1.5862230475859678,2.220446049250313e-16,0.04952123309886311,0.06548967249619682,0.009715658557323252,0.00427001346992056,0.0044170245648623395,1,1.548566604145442e-05,0.004686197676021084,6,30,6
