label,sequence,phi,phi_over_pi,policy,T,T0,T1,v_fit,v_fit2,v_T,delta_v,deltaP_late_mean,deltaP_final,w_loc3,w_loc5,P0bar,x_mean_final,stable
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,scaled,16000,10666,13333,-0.05231722422261669,-0.05231722420153937,-0.05231772683376102,1.0069928611800005e-07,-0.06452563983779662,-0.06452556024229883,0.4940081060187142,0.5245152790609052,0.14293985016719557,-837.0836293401763,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,scaled,20000,13333,16666,-0.0523172241868502,-0.052317224173311076,-0.052317626367402906,8.043612510083564e-08,-0.06452564007015082,-0.06452580981603406,0.4940107750276393,0.5245158525973967,0.14291306230981124,-1046.3525273480582,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,scaled,24000,16000,20000,-0.05231722416718332,-0.05231722415912431,-0.05231755930103456,6.706636834774571e-08,-0.06452564038791878,-0.06452567381155866,0.49400899687168764,0.5245154712852081,0.1429309248298453,-1255.6214232248294,1
refined_max_T6000,B,0.9285151620609833,0.29555555555555557,fixed,3000,200,250,-0.05233207499272042,-0.05232987226885873,-0.05229376816249129,0.002662359352821858,-0.1687444694088876,-0.06443389687242151,0.5819337992779049,0.6072511835196394,0.21635364412739302,-156.88130448747387,1
refined_max_T6000,B,0.9285151620609833,0.29555555555555557,fixed,6000,200,250,-0.052331126635995664,-0.05233061799191433,-0.0523920207584867,0.0025641067568264453,-0.1687431039384265,-0.2891888752121371,0.5818786030565573,0.6071998451207382,0.21629678281918097,-314.3521245509202,1
refined_max_T6000,B,0.9285151620609833,0.29555555555555557,fixed,8000,200,250,-0.052330876210618965,-0.05233059383116329,-0.05234537618177227,0.002610751333540877,-0.16861319975532224,-0.1711535642081984,0.5818641076998798,0.6071864170613629,0.21628278848741594,-418.76300945417813,1
refined_max_T6000,B,0.9285151620609833,0.29555555555555557,fixed,10000,200,250,-0.0523309790498723,-0.052330801656255886,-0.05231632828283755,0.0026397992324755995,-0.1687668226142367,-0.04807599378670946,0.5818561885866703,0.6071790551710858,0.21627470312044414,-523.1632828283755,1
refined_max_T6000,B,0.9285151620609833,0.29555555555555557,fixed,12000,200,250,-0.05233102477333835,-0.05233090312412548,-0.05234374921615201,0.002612378299161139,-0.16886533232416392,-0.18914016865164268,0.5818505061081445,0.6071737907574477,0.21626922532130913,-628.1249905938241,1
refined_max_T6000,B,0.9285151620609833,0.29555555555555557,fixed,16000,200,250,-0.05233092057146703,-0.052330852376593726,-0.0523322409397706,0.00262388657554255,-0.1687312653955061,-0.12662501502806034,0.5818437920825543,0.6071675582514182,0.21626252915878458,-837.3158550363296,1
refined_max_T6000,B,0.9285151620609833,0.29555555555555557,fixed,20000,200,250,-0.05233096529369299,-0.05233092214721245,-0.052343127627239486,0.002612999888073661,-0.16884984018537932,-0.23148689901892855,0.5818397697394326,0.607163825189753,0.21625853211017798,-1046.8625525447897,1
