label,sequence,phi,phi_over_pi,policy,metric_name,n_points,T_min,T_max,limit_estimate_deg1,rmse_deg1,limit_estimate_deg2,rmse_deg2
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,scaled,deltaP_late_mean,7,6000,24000,0.2900053273398531,0.00013709031795345418,0.2894213767777556,8.825876698375271e-05
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,scaled,w_loc3,7,6000,24000,0.08327412821300517,5.4889404158990694e-05,0.08305259797324464,3.780418798884701e-05
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,scaled,w_loc5,7,6000,24000,0.09266792559790386,7.409412675306558e-05,0.09236868156990727,5.099238935643711e-05
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,scaled,P0bar,7,6000,24000,0.0180051241108031,1.877138760649192e-06,0.017997847978521525,1.3472890968129977e-06
pp_primary_left_T6000,A,1.733178845836952,0.5516879611545139,fixed,v_fit,7,6000,24000,-0.059712138059723294,4.609614105530237e-10,-0.059712140619137995,3.308948976312742e-11
pp_primary_left_T6000,A,1.733178845836952,0.5516879611545139,fixed,deltaP_late_mean,7,6000,24000,-0.07411370522349477,2.6785999261857103e-10,-0.07411370543149952,2.6524095718288675e-10
pp_primary_left_T6000,A,1.733178845836952,0.5516879611545139,fixed,w_loc3,7,6000,24000,0.6260099017175097,3.114988404216019e-09,0.6260098843881111,1.0998132847366566e-10
pp_primary_left_T6000,A,1.733178845836952,0.5516879611545139,fixed,w_loc5,7,6000,24000,0.6425120275917762,4.0358286426185944e-10,0.6425120253657396,5.451301800287299e-11
pp_primary_left_T6000,A,1.733178845836952,0.5516879611545139,fixed,P0bar,7,6000,24000,0.20927746861131166,6.872660009430387e-08,0.20927785118678907,3.506619700390404e-10
pp_primary_left_T6000,A,1.733178845836952,0.5516879611545139,scaled,v_fit,7,6000,24000,-0.05971214090327799,1.0497106364144104e-10,-0.059712141477132205,1.9799158343876333e-11
pp_primary_left_T6000,A,1.733178845836952,0.5516879611545139,scaled,deltaP_late_mean,7,6000,24000,-0.07411370479317757,1.8468576588263991e-09,-0.07411371045341963,1.5417501726048272e-09
pp_primary_left_T6000,A,1.733178845836952,0.5516879611545139,scaled,w_loc3,7,6000,24000,0.626010073030064,1.1801345209894183e-06,0.6260083345615958,1.1380630847082668e-06
pp_primary_left_T6000,A,1.733178845836952,0.5516879611545139,scaled,w_loc5,7,6000,24000,0.6425120485275163,1.4511150657111897e-07,0.6425118347988749,1.3994013119759086e-07
pp_primary_left_T6000,A,1.733178845836952,0.5516879611545139,scaled,P0bar,7,6000,24000,0.20927348404024043,2.732352365737684e-05,0.2093137335890363,2.6349498581561163e-05
pp_primary_left_T6000,B,1.733178845836952,0.5516879611545139,fixed,v_fit,7,6000,24000,-0.011644715868346879,4.2665076875081235e-08,-0.011644678562402781,4.213546023356434e-08
pp_primary_left_T6000,B,1.733178845836952,0.5516879611545139,fixed,deltaP_late_mean,7,6000,24000,-0.03544424372421333,6.739869183050449e-05,-0.03536472402624767,6.58674857032882e-05
pp_primary_left_T6000,B,1.733178845836952,0.5516879611545139,fixed,w_loc3,7,6000,24000,0.9164407799906256,5.01654378539141e-11,0.9164407801753724,3.761834531542827e-11
pp_primary_left_T6000,B,1.733178845836952,0.5516879611545139,fixed,w_loc5,7,6000,24000,0.9167963676026258,2.9616294593572793e-10,0.9167963692509027,6.305750278506165e-12
pp_primary_left_T6000,B,1.733178845836952,0.5516879611545139,fixed,P0bar,7,6000,24000,0.42057393335372184,1.384207887461705e-07,0.4205747038867916,8.38017357172402e-10
pp_primary_left_T6000,B,1.733178845836952,0.5516879611545139,scaled,v_fit,7,6000,24000,-0.011645424227330921,3.880122465750746e-07,-0.011643515698968956,1.8168448673490227e-07
pp_primary_left_T6000,B,1.733178845836952,0.5516879611545139,scaled,deltaP_late_mean,7,6000,24000,-0.03528356991515995,0.00033677250377935666,-0.03558708163308549,0.0003323296434769708
pp_primary_left_T6000,B,1.733178845836952,0.5516879611545139,scaled,w_loc3,7,6000,24000,0.9164407862275042,3.832424138843489e-08,0.916440729862885,3.696248667239802e-08
pp_primary_left_T6000,B,1.733178845836952,0.5516879611545139,scaled,w_loc5,7,6000,24000,0.9167963690442322,3.537049972613801e-10,0.916796368874759,3.5239235172464127e-10
pp_primary_left_T6000,B,1.733178845836952,0.5516879611545139,scaled,P0bar,7,6000,24000,0.4205659276142987,5.491040226751083e-05,0.42064681458088743,5.295296763067805e-05
pp_primary_left_T6000,ABB,1.733178845836952,0.5516879611545139,fixed,v_fit,7,6000,24000,0.09141279219531742,5.354526384201361e-06,0.09138386579239333,1.29194969463494e-06
pp_primary_left_T6000,ABB,1.733178845836952,0.5516879611545139,fixed,deltaP_late_mean,7,6000,24000,0.32211683264927243,2.3085056519634178e-05,0.3221551145028151,2.2036959279858297e-05
pp_primary_left_T6000,ABB,1.733178845836952,0.5516879611545139,fixed,w_loc3,7,6000,24000,0.10188914759200493,9.368554698429612e-05,0.10140588437876288,3.521999830054899e-05
pp_primary_left_T6000,ABB,1.733178845836952,0.5516879611545139,fixed,w_loc5,7,6000,24000,0.11824394240683068,0.00012274304626258044,0.11761203089083548,4.6689376442336565e-05
pp_primary_left_T6000,ABB,1.733178845836952,0.5516879611545139,fixed,P0bar,7,6000,24000,0.023668508616990297,2.4777066877673816e-05,0.02353949124727996,8.760532489303216e-06
pp_primary_left_T6000,ABB,1.733178845836952,0.5516879611545139,scaled,v_fit,7,6000,24000,0.09138552866319732,8.51926075321341e-06,0.09142418034532636,4.936332589307201e-06
pp_primary_left_T6000,ABB,1.733178845836952,0.5516879611545139,scaled,deltaP_late_mean,7,6000,24000,0.321946052111636,0.00013012953659338823,0.32243468167704314,9.60669352778288e-05
