label,phi,phi_over_pi,L,rank_by_w_loc5,mode_index,w_loc3,w_loc5,P0,ipr,overlap_weight,tail_fit_ok,tail_kappa,tail_rmse_log
paper_max_T300,1.0471975511965976,0.3333333333333333,160,8,47,0.03298583025101183,0.045476907833006695,0.00721247842786746,0.0032068094502751988,0.002567392075959936,1,0.00047749063254896434,0.089975261394904
paper_max_T300,1.0471975511965976,0.3333333333333333,160,9,50,0.03301091598736654,0.04542145309085129,0.00711174059557383,0.003197592979605227,0.002574190391181022,1,0.00013604896995615833,0.08661130009320725
paper_max_T300,1.0471975511965976,0.3333333333333333,160,10,308,0.02188522271550983,0.04533482816967139,0.0003270806925363777,0.004395621860841737,0.0002761839355619198,1,0.0,0.690703058803459
paper_max_T300,1.0471975511965976,0.3333333333333333,160,11,113,0.032790084882106114,0.04532352128409747,0.007181253187149416,0.003209815427005701,0.0025691327163986366,1,0.00048179742376588475,0.09473693213839592
paper_max_T300,1.0471975511965976,0.3333333333333333,160,12,96,0.03288379767491761,0.04525885775315529,0.007000253769328245,0.0031920385556401896,0.0025827096422057815,1,0.0,0.08316302283974718
paper_max_T300,1.0471975511965976,0.3333333333333333,160,13,46,0.0326920469812554,0.0450363173095433,0.006861120656452921,0.0031862607565419326,0.0025939617624804122,1,0.0,0.07725600751370383
paper_max_T300,1.0471975511965976,0.3333333333333333,160,14,57,0.03244837530070947,0.04502379952170484,0.007083919310306384,0.0032114253727591803,0.0025734173148609135,1,0.00025494242778736095,0.09642162682706555
paper_max_T300,1.0471975511965976,0.3333333333333333,160,15,91,0.032454079231552434,0.0447729791707044,0.006702695588682105,0.003180491309736604,0.0026071689736266697,1,0.00017779684552784344,0.07448125817460224
paper_max_T300,1.0471975511965976,0.3333333333333333,160,16,424,0.02302646477536742,0.04472206281703667,0.000651038023664374,0.004398226621077062,0.00037353329112165353,1,0.0,0.63075256116597
paper_max_T300,1.0471975511965976,0.3333333333333333,220,1,1,0.9891819051810578,0.9986265492688682,0.36197053720857025,0.2681260244850824,0.2786269668021353,1,1.1396919519483493,0.08304216617991803
